Type,Compound ID,Protein ID,Predicted Value,Original Value,Difference,Difference Sq
PREDICTION,CHEMBL552285,P06401,7.86136770248413,7.23,-0.63136770248413,0.398625175740089
PREDICTION,CHEMBL549725,P06401,5.78601598739624,5.55,-0.23601598739624,0.055703546306622
PREDICTION,CHEMBL3966957,P06401,6.52906894683838,7.47,0.940931053161621,0.885351246803837
PREDICTION,CHEMBL395506,P06401,6.54056453704834,9.16,2.61943546295166,6.86144214456878
PREDICTION,CHEMBL114607,P06401,8.58699226379395,7.4,-1.18699226379395,1.40895063430667
PREDICTION,CHEMBL1911651,P06401,5.96529006958008,5.44,-0.525290069580078,0.275929657199443
PREDICTION,CHEMBL1911151,P06401,6.24564218521118,7.69,1.44435781478882,2.08616949714153
PREDICTION,CHEMBL252451,P06401,6.80289316177368,6.4,-0.402893161773681,0.162322899803994
PREDICTION,CHEMBL228715,P06401,6.53823280334473,4.57,-1.96823280334473,3.87394036816224
PREDICTION,CHEMBL102403,P06401,8.35903358459473,8.96,0.600966415405274,0.361160632445065
PREDICTION,CHEMBL3126945,P06401,6.45368528366089,7.43,0.976314716339111,0.953190425340319
PREDICTION,CHEMBL267231,P06401,6.43284177780151,9.47,3.03715822219849,9.22433006666787
PREDICTION,CHEMBL144045,P06401,5.78198766708374,6.09,0.30801233291626,0.094871597228517
PREDICTION,CHEMBL391548,P06401,6.10058498382568,7.5,1.39941501617432,1.95836238749416
PREDICTION,CHEMBL3898358,P06401,6.00014734268189,6.9,0.899852657318116,0.809734804882474
PREDICTION,CHEMBL32812,P06401,8.3359260559082,8.1,-0.235926055908203,0.055661103856401
PREDICTION,CHEMBL3804846,P06401,8.51669120788574,7.26,-1.25669120788574,1.57927279197733
PREDICTION,CHEMBL2419308,P06401,5.4411416053772,5.6,0.158858394622802,0.025235989542134
PREDICTION,CHEMBL443847,P06401,6.64243841171265,5.55,-1.09243841171265,1.19342168338525
PREDICTION,CHEMBL3956621,P06401,6.43232202529907,5.84,-0.592322025299072,0.350845381654395
PREDICTION,CHEMBL4066573,P06401,6.90901374816895,6,-0.909013748168945,0.826305994360155
PREDICTION,CHEMBL1163598,P06401,7.50230884552002,7.26,-0.24230884552002,0.058713576617245
PREDICTION,CHEMBL3971739,P06401,6.38632345199585,7.1,0.71367654800415,0.50933421517112
PREDICTION,CHEMBL560489,P06401,7.28587436676025,5.27,-2.01587436676025,4.06374946256106
PREDICTION,CHEMBL600466,P06401,7.38218355178833,6.58,-0.80218355178833,0.64349845075974
PREDICTION,CHEMBL48858,P06401,6.01673412322998,8.68,2.66326587677002,7.09298513036758
PREDICTION,CHEMBL488558,P06401,7.49702835083008,5.36,-2.13702835083008,4.56689017225152
PREDICTION,CHEMBL550538,P06401,6.98766136169434,6.28,-0.707661361694336,0.500784602835081
PREDICTION,CHEMBL1765175,P06401,5.44554996490479,7.92,2.47445003509521,6.12290297618271
PREDICTION,CHEMBL530109,P06401,7.6163763999939,5.66,-1.9563763999939,3.82740861845308
PREDICTION,CHEMBL227440,P06401,6.75792455673218,5.69,-1.06792455673218,1.14046285887162
PREDICTION,CHEMBL424874,P06401,6.2629885673523,6.88,0.617011432647705,0.380703108017973
PREDICTION,CHEMBL568893,P06401,6.41892051696777,7.61,1.19107948303223,1.41867033490032
PREDICTION,CHEMBL182883,P06401,7.41873693466187,7.01,-0.408736934661865,0.167065881756778
PREDICTION,CHEMBL590593,P06401,7.14545583724976,7.46,0.314544162750244,0.098938030320252
PREDICTION,CHEMBL431807,P06401,9.28477096557617,5.85,-3.43477096557617,11.7976515859651
PREDICTION,CHEMBL1801006,P06401,6.96670579910278,7.88,0.913294200897217,0.834106297392486
PREDICTION,CHEMBL131,P06401,6.01397323608398,6,-0.013973236083984,0.000195251326659
PREDICTION,CHEMBL144345,P06401,5.94911241531372,6.67,0.720887584686279,0.519678909754817
PREDICTION,CHEMBL327409,P06401,6.74304914474487,8.59,1.84695085525513,3.41122746172764
PREDICTION,CHEMBL2419303,P06401,5.94580268859863,5.69,-0.255802688598632,0.065435015494289
PREDICTION,CHEMBL1929039,P06401,6.37249994277954,5.08,-1.29249994277954,1.67055610208512
PREDICTION,CHEMBL1911655,P06401,6.98403692245483,6.12,-0.864036922454834,0.746559803365221
PREDICTION,CHEMBL574354,P06401,7.28057050704956,5.5,-1.78057050704956,3.17043133057473
PREDICTION,CHEMBL3902219,P06401,6.07235288619995,5.38,-0.692352886199951,0.479352519029403
PREDICTION,CHEMBL551885,P06401,8.07360744476318,5.82,-2.25360744476318,5.07874651509204
PREDICTION,CHEMBL3692346,P06401,7.47733163833618,6.34,-1.13733163833618,1.29352325556046
PREDICTION,CHEMBL389481,P06401,6.67038583755493,6.8,0.129614162445068,0.016799831106337
PREDICTION,CHEMBL1163620,P06401,6.70037794113159,5.34,-1.36037794113159,1.85062814271743
PREDICTION,CHEMBL564479,P06401,7.22889852523804,9.3,2.07110147476196,4.28946131876118
PREDICTION,CHEMBL3929427,P06401,6.51290655136108,7.6,1.08709344863892,1.18177216607365
PREDICTION,CHEMBL583858,P06401,6.6451621055603,9.23,2.5848378944397,6.68138694053145
PREDICTION,CHEMBL321243,P06401,8.43245887756348,8.64,0.207541122436524,0.043073317502212
PREDICTION,CHEMBL519560,P06401,7.16994380950928,7.07,-0.099943809509277,0.009988765059227
PREDICTION,CHEMBL552492,P06401,7.42024087905884,6.59,-0.830240879058838,0.689299917260392
PREDICTION,CHEMBL228767,P06401,5.82631301879883,6.71,0.883686981201172,0.78090268074444
PREDICTION,CHEMBL3658378,P06401,7.03878211975098,7.48,0.441217880249024,0.194673217851442
PREDICTION,CHEMBL113099,P06401,8.12558364868164,6.95,-1.17558364868164,1.38199691504764
PREDICTION,CHEMBL570916,P06401,6.82073259353638,7.2,0.379267406463623,0.143843765605643
PREDICTION,CHEMBL3695600,P06401,6.20889949798584,6.58,0.37110050201416,0.137715582595162
PREDICTION,CHEMBL328261,P06401,7.18219375610352,6.17,-1.01219375610352,1.02453619989494
PREDICTION,CHEMBL3093458,P06401,6.06156206130981,6.35,0.288437938690185,0.083196444475843
PREDICTION,CHEMBL191423,P06401,5.72209596633911,5.35,-0.372095966339112,0.138455408165837
PREDICTION,CHEMBL3695614,P06401,7.31373691558838,6.96,-0.353736915588379,0.12512980544998
PREDICTION,CHEMBL487729,P06401,6.93151330947876,7.36,0.428486690521241,0.183600843953845
PREDICTION,CHEMBL3578284,P06401,5.89060688018799,7.42,1.52939311981201,2.33904331492832
PREDICTION,CHEMBL430004,P06401,5.91956758499146,5.96,0.040432415008545,0.001634780183423
PREDICTION,CHEMBL3605933,P06401,6.1314640045166,6.75,0.618535995483398,0.382586777708639
PREDICTION,CHEMBL1644756,P06401,7.10201549530029,6.13,-0.972015495300293,0.944814123103874
PREDICTION,CHEMBL407848,P06401,8.26197147369385,5.24,-3.02197147369385,9.13231158781936
PREDICTION,CHEMBL322576,P06401,9.51673030853272,5.46,-4.05673030853272,16.4570607961679
PREDICTION,CHEMBL564996,P06401,7.014000415802,6.1,-0.914000415802002,0.835396760086233
PREDICTION,CHEMBL3695598,P06401,6.2809042930603,6.35,0.069095706939697,0.004774216717496
PREDICTION,CHEMBL318513,P06401,8.38842010498047,6.01,-2.37842010498047,5.65688219577531
PREDICTION,CHEMBL3582112,P06401,6.35051679611206,9.08,2.72948320388794,7.45007856030637
PREDICTION,CHEMBL132195,P06401,7.78922080993652,9.3,1.51077919006348,2.28245376112886
PREDICTION,CHEMBL132193,P06401,7.58103942871094,7.07,-0.511039428710937,0.261161297697201
PREDICTION,CHEMBL3695601,P06401,6.91796445846558,6.9,-0.017964458465576,0.000322721767961
PREDICTION,CHEMBL194301,P06401,6.44841241836548,9.26,2.81158758163452,7.90502472920146
PREDICTION,CHEMBL2113712,P06401,5.61450004577637,7.19,1.57549995422363,2.48220010575867
PREDICTION,CHEMBL384975,P06401,8.18588447570801,9.77,1.58411552429199,2.50942199430289
PREDICTION,CHEMBL337885,P06401,7.35274648666382,6.07,-1.28274648666382,1.64543854904837
PREDICTION,CHEMBL253944,P06401,6.57381534576416,6.31,-0.263815345764161,0.069598536660664
PREDICTION,CHEMBL3261407,P06536,8.81139945983887,8.48,-0.331399459838867,0.109825601981493
PREDICTION,CHEMBL2112850,P06536,8.74117469787598,8.1,-0.641174697875977,0.41110499319635
PREDICTION,CHEMBL27769,P06536,6.05460453033447,8.35,2.29539546966553,5.26884036216103
PREDICTION,CHEMBL78124,P06536,7.85589838027954,7.2,-0.655898380279541,0.430202685253325
PREDICTION,CHEMBL3261425,P06536,7.96096038818359,5.55,-2.41096038818359,5.81272999339039
PREDICTION,CHEMBL3734774,P06536,7.66258764266968,9.05,1.38741235733032,1.92491304927288
PREDICTION,CHEMBL3605927,P06536,7.12602376937866,8.37,1.24397623062134,1.54747686235087
PREDICTION,CHEMBL266282,P06536,8.8488073348999,6.55,-2.2988073348999,5.28451516298959
PREDICTION,CHEMBL3605929,P06536,7.40713357925415,4.7,-2.70713357925415,7.32857221592539
PREDICTION,CHEMBL143729,P06536,8.31445407867432,6.54,-1.77445407867432,3.14868727732392
PREDICTION,CHEMBL362914,P06537,7.47989416122437,7.82,0.340105838775635,0.115671981569278
PREDICTION,CHEMBL313062,P06537,6.9955530166626,6.58,-0.415553016662598,0.172684309657385
PREDICTION,CHEMBL389621,P06537,9.24188137054443,7.37,-1.87188137054443,3.50393986539131
PREDICTION,CHEMBL3094486,P08235,6.16606092453003,5.82,-0.346060924530029,0.119758163486578
PREDICTION,CHEMBL3234849,P08235,7.05233144760132,5.72,-1.33233144760132,1.77510708626743
PREDICTION,CHEMBL2407863,P08235,5.74358463287354,5.28,-0.463584632873535,0.21491071183649
PREDICTION,CHEMBL219069,P08235,7.12282466888428,6.38,-0.742824668884277,0.551788488703036
PREDICTION,CHEMBL3578289,P08235,7.28587245941162,6.66,-0.625872459411621,0.391716335449951
PREDICTION,CHEMBL373497,P08235,6.35614395141602,6.29,-0.066143951416016,0.004375022308924
PREDICTION,CHEMBL2419305,P08235,6.76265048980713,5.54,-1.22265048980713,1.49487422022561
PREDICTION,CHEMBL3605926,P08235,6.2465443611145,7.12,0.873455638885498,0.762924753100874
PREDICTION,CHEMBL3093440,P08235,6.88277006149292,6.35,-0.53277006149292,0.28384393842317
PREDICTION,CHEMBL415524,P08235,6.26212215423584,7,0.73787784576416,0.544463715269558
PREDICTION,CHEMBL4084504,P08235,7.20996713638306,7.17,-0.039967136383057,0.001597371990662
PREDICTION,CHEMBL436859,P08235,6.84982299804688,6.22,-0.629822998046875,0.396677008868754
PREDICTION,CHEMBL4211724,P08235,7.98633337020874,6.12,-1.86633337020874,3.48320024875471
PREDICTION,CHEMBL219015,P08235,6.16528654098511,5.71,-0.455286540985107,0.207285834402184
PREDICTION,CHEMBL4099077,P08235,7.02478647232056,8.49,1.46521352767944,2.14685068169484
PREDICTION,CHEMBL3774871,P08235,7.75029611587524,7.35,-0.400296115875245,0.160236980384807
PREDICTION,CHEMBL425970,P08235,6.87298917770386,5.64,-1.23298917770386,1.52026231233484
PREDICTION,CHEMBL3126935,P08235,6.34844446182251,5.64,-0.70844446182251,0.501893555486986
PREDICTION,CHEMBL393392,P08235,5.93557786941528,5.35,-0.585577869415284,0.342901441148943
PREDICTION,CHEMBL236754,P08235,5.98772668838501,7.72,1.73227331161499,3.00077082613356
PREDICTION,CHEMBL97531,P08235,7.5171217918396,5.92,-1.5971217918396,2.55079801796893
PREDICTION,CHEMBL3643650,P08235,6.32445192337036,5.41,-0.914451923370361,0.836222320155753
PREDICTION,CHEMBL3093461,P08235,6.71386098861694,6.24,-0.473860988616943,0.224544236533027
PREDICTION,CHEMBL3086023,P08235,5.97459125518799,6.4,0.425408744812012,0.180972600162532
PREDICTION,CHEMBL196237,P08235,6.12399625778198,5.75,-0.373996257781982,0.139873200834927
PREDICTION,CHEMBL2407667,P08235,6.53642749786377,5.96,-0.57642749786377,0.332268660293486
PREDICTION,CHEMBL4079083,P08235,6.26693487167358,6.51,0.243065128326416,0.059080656608337
PREDICTION,CHEMBL3263764,P08235,8.40886974334717,6.04,-2.36886974334717,5.61154386094568
PREDICTION,CHEMBL3578273,P08235,7.17034673690796,6.28,-0.890346736907959,0.79271731192265
PREDICTION,CHEMBL70381,P08235,5.93256044387817,6.05,0.117439556121826,0.013792049342092
PREDICTION,CHEMBL3578291,P08235,6.86993980407715,6.64,-0.229939804077149,0.052872313499038
PREDICTION,CHEMBL1911649,P08235,6.34411478042603,6.48,0.135885219573975,0.018464792898667
PREDICTION,CHEMBL401219,P08235,6.55981111526489,6.48,-0.079811115264892,0.006369814119826
PREDICTION,CHEMBL3643693,P08235,6.39255666732788,6.32,-0.072556667327881,0.005264469973729
PREDICTION,CHEMBL4077949,P08235,6.37571573257446,6.48,0.104284267425538,0.010875208432481
PREDICTION,CHEMBL1929029,P08235,6.38908815383911,6.66,0.270911846160889,0.073393228390301
PREDICTION,CHEMBL2181933,P08235,7.769211769104,8.15,0.380788230895996,0.144999676788903
PREDICTION,CHEMBL2419296,P08235,7.54138231277466,5.73,-1.81138231277466,3.28110588303287
PREDICTION,CHEMBL197100,P08235,5.85264492034912,5.96,0.107355079650879,0.011525113126847
PREDICTION,CHEMBL402063,P08235,5.10134935379028,7.68,2.57865064620972,6.64943915519779
PREDICTION,CHEMBL3957890,P08235,5.94689750671387,6.23,0.283102493286133,0.080147021704825
PREDICTION,CHEMBL2407681,P08235,6.3213529586792,9.64,3.3186470413208,11.0134181848673
PREDICTION,CHEMBL3939447,P08235,6.574462890625,6.82,0.245537109375,0.060288472080231
PREDICTION,CHEMBL4086416,P08235,8.02785301208496,6,-2.02785301208496,4.11218783862205
PREDICTION,CHEMBL3234857,P08235,6.6823000907898,5.17,-1.5123000907898,2.28705156460282
PREDICTION,CHEMBL4089197,P08235,6.756995677948,5.7,-1.056995677948,1.11723986320075
PREDICTION,CHEMBL3578298,P08235,6.27695274353027,6.36,0.083047256469727,0.006896846807149
PREDICTION,CHEMBL3263753,P08235,8.50348091125488,9.13,0.626519088745118,0.392526168562013
PREDICTION,CHEMBL1928874,P08235,6.56351804733276,6,-0.563518047332764,0.317552589669731
PREDICTION,CHEMBL1911544,P08235,5.94088268280029,7.01,1.06911731719971,1.1430118379363
PREDICTION,CHEMBL3643657,P08235,7.45747804641724,5.92,-1.53747804641724,2.36383874321496
PREDICTION,CHEMBL318409,P08235,6.3931303024292,6.29,-0.103130302429199,0.010635859279138
PREDICTION,CHEMBL1254734,P08235,6.25592708587647,6.8,0.544072914123535,0.296015335882875
PREDICTION,CHEMBL2419304,P08235,6.43020009994507,6.82,0.389799900054932,0.151943962082835
PREDICTION,CHEMBL3337823,P08235,6.17250919342041,7.64,1.46749080657959,2.15352926739561
PREDICTION,CHEMBL2419308,P08235,7.03182983398438,5.72,-1.31182983398438,1.72089751333147
PREDICTION,CHEMBL27769,P08235,8.0706033706665,7.14,-0.930603370666504,0.866022633495859
PREDICTION,CHEMBL520169,P08235,6.1367506980896,5.4,-0.736750698089599,0.542801591135512
PREDICTION,CHEMBL1929040,P08235,7.46262121200562,6.8,-0.662621212005615,0.439066870599791
PREDICTION,CHEMBL1253899,P08235,6.52198123931885,5.52,-1.00198123931885,1.00396640394693
PREDICTION,CHEMBL2407650,P08235,7.06780767440796,6.57,-0.497807674407959,0.24781248069946
PREDICTION,CHEMBL3337828,P08235,6.9779486656189,6.76,-0.217948665618897,0.047501620845058
PREDICTION,CHEMBL3094481,P08235,6.50367736816406,6.46,-0.043677368164063,0.001907712489739
PREDICTION,CHEMBL3337827,P08235,6.62262773513794,7.19,0.567372264862061,0.321911286934705
PREDICTION,CHEMBL3775732,P08235,5.53005886077881,8.48,2.94994113922119,8.70215272486962
PREDICTION,CHEMBL397919,P08235,6.67789840698242,6.71,0.032101593017578,0.001030512274266
PREDICTION,CHEMBL3692348,P08235,6.47220134735107,6.44,-0.032201347351074,0.001036926771225
PREDICTION,CHEMBL3578286,P10275,5.68624067306519,5,-0.686240673065186,0.470926261368959
PREDICTION,CHEMBL7671,P10275,5.75226259231567,5.72,-0.032262592315674,0.001040874862927
PREDICTION,CHEMBL7089,P10275,7.75137662887573,4.3,-3.45137662887573,11.9120006343496
PREDICTION,CHEMBL2159539,P10275,5.74150514602661,7.82,2.07849485397339,4.32014085799386
PREDICTION,CHEMBL3818826,P10275,8.40353298187256,6.21,-2.19353298187256,4.81158694256272
PREDICTION,CHEMBL3706907,P10275,7.4077353477478,6.77,-0.637735347747803,0.406706373767011
PREDICTION,CHEMBL2159546,P10275,5.62900876998901,6.79,1.16099123001099,1.34790063616242
PREDICTION,CHEMBL3323496,P10275,5.35351848602295,7.1,1.74648151397705,3.05019767866357
PREDICTION,CHEMBL165803,P10275,7.30354261398315,7.23,-0.073542613983154,0.005408516071475
PREDICTION,CHEMBL2334344,P10275,5.13621664047241,5.85,0.713783359527588,0.509486684338489
PREDICTION,CHEMBL1210152,P10275,7.83185863494873,6.1,-1.73185863494873,2.99933433144648
PREDICTION,CHEMBL370567,P10275,5.63201808929443,5.78,0.147981910705567,0.02189864589607
PREDICTION,CHEMBL4279318,P10275,5.43879890441895,5.4,-0.038798904418945,0.00150535498411
PREDICTION,CHEMBL1163597,P10275,6.66231679916382,5.67,-0.992316799163818,0.984692629902726
PREDICTION,CHEMBL1170,P10275,6.35755205154419,5.23,-1.12755205154419,1.27137362894151
PREDICTION,CHEMBL1165642,P10275,6.8501443862915,7.22,0.369855613708496,0.136793174991688
PREDICTION,CHEMBL3623118,P10275,7.4850959777832,7.68,0.194904022216797,0.037987577876286
PREDICTION,CHEMBL3818620,P10275,8.31222724914551,6.19,-2.12222724914551,4.50384849701571
PREDICTION,CHEMBL4101935,P10275,7.41091108322144,6.95,-0.460911083221435,0.212439026636357
PREDICTION,CHEMBL255331,P10275,8.57783126831055,7.02,-1.55783126831055,2.42683826052605
PREDICTION,CHEMBL184981,P10275,6.65673923492432,6.78,0.123260765075684,0.015193216207043
PREDICTION,CHEMBL162368,P10275,7.43632364273071,6.9,-0.536323642730713,0.287643049751941
PREDICTION,CHEMBL3947344,P10275,5.98119163513184,5.3,-0.681191635131836,0.464022043773585
PREDICTION,CHEMBL2316544,P10275,5.08666515350342,7.03,1.94333484649658,3.7765503256079
PREDICTION,CHEMBL3818652,P10275,7.94394588470459,8,0.05605411529541,0.003142063841551
PREDICTION,CHEMBL443579,P10275,7.35505390167236,8.36,1.00494609832764,1.00991666054394
PREDICTION,CHEMBL188129,P10275,7.74517250061035,5.5,-2.24517250061035,5.04079955749694
PREDICTION,CHEMBL1830769,P10275,5.29190587997437,4.85,-0.441905879974366,0.195280806755918
PREDICTION,CHEMBL481107,P10275,6.82047605514526,7.3,0.479523944854736,0.229943213689048
PREDICTION,CHEMBL227030,P10275,8.19338035583496,8.54,0.346619644165038,0.120145177721098
PREDICTION,CHEMBL399876,P10275,6.37786388397217,7.01,0.632136116027832,0.399596069186752
PREDICTION,CHEMBL4068946,P10275,6.72760391235352,7.68,0.952396087646484,0.907058307764329
PREDICTION,CHEMBL3605919,P10275,6.12037897109985,6.5,0.379621028900146,0.144112125583206
PREDICTION,CHEMBL1924001,P10275,5.93566226959229,7.05,1.11433773040771,1.24174857741022
PREDICTION,CHEMBL1085625,P10275,4.99989318847656,5.82,0.820106811523438,0.67257518230714
PREDICTION,CHEMBL403039,P10275,7.83797216415405,8.26,0.422027835845947,0.178107494228814
PREDICTION,CHEMBL384533,P10275,7.99291849136353,4.25,-3.74291849136353,14.009438832991
PREDICTION,CHEMBL501649,P10275,6.95464086532593,9,2.04535913467407,4.18349398979467
PREDICTION,CHEMBL3589382,P10275,6.97715997695923,5.58,-1.39715997695923,1.95205600121671
PREDICTION,CHEMBL3132988,P10275,5.80677700042725,6.7,0.893222999572754,0.797847326965748
PREDICTION,CHEMBL3588961,P10275,6.93471097946167,6.29,-0.64471097946167,0.415652247038426
PREDICTION,CHEMBL3238293,P10275,7.70303440093994,6.86,-0.843034400939941,0.710707001168165
PREDICTION,CHEMBL402063,P10275,6.34713649749756,8.25,1.90286350250244,3.62088950915586
PREDICTION,CHEMBL398432,P10275,6.55698680877686,8.85,2.29301319122314,5.25790949512335
PREDICTION,CHEMBL4079377,P10275,6.97632265090942,7.79,0.813677349090576,0.662070828423067
PREDICTION,CHEMBL3605930,P10275,5.66538572311401,5.81,0.144614276885987,0.020913289079257
PREDICTION,CHEMBL362566,P10275,7.20018577575684,8.1,0.899814224243164,0.809665638150327
PREDICTION,CHEMBL3323503,P10275,5.53356599807739,7.75,2.21643400192261,4.91257968487867
PREDICTION,CHEMBL1928874,P10275,5.61655044555664,5.44,-0.17655044555664,0.031170059826248
PREDICTION,CHEMBL351447,P10275,7.18921852111816,6.68,-0.509218521118164,0.25930350224977
PREDICTION,CHEMBL2316562,P10275,4.23174667358398,6.09,1.85825332641602,3.45310542513619
PREDICTION,CHEMBL3706885,P10275,6.38332319259644,6.05,-0.333323192596436,0.111104350722681
PREDICTION,CHEMBL2386395,P10275,5.91862964630127,5.05,-0.86862964630127,0.754517462433469
PREDICTION,CHEMBL51933,P10275,5.4336085319519,7.96,2.5263914680481,6.38265384982621
PREDICTION,CHEMBL3936931,P10275,5.98667907714844,5.59,-0.396679077148438,0.157354290247336
PREDICTION,CHEMBL1210842,P10275,8.03886890411377,5.07,-2.96886890411377,8.81418256981369
PREDICTION,CHEMBL237262,P10275,7.34635925292969,8.1,0.753640747070312,0.567974375644698
PREDICTION,CHEMBL3900828,P10275,6.76264810562134,7.39,0.627351894378662,0.393570399380496
PREDICTION,CHEMBL3706910,P10275,6.58434104919434,8.27,1.68565895080566,2.84144609843125
PREDICTION,CHEMBL238122,P10275,7.22473859786987,7.9,0.675261402130127,0.455977961206745
PREDICTION,CHEMBL3695599,P10275,6.38625478744507,7.96,1.57374521255493,2.47667399403957
PREDICTION,CHEMBL160665,P10275,6.72658205032349,6.91,0.183417949676514,0.033642144263536
PREDICTION,CHEMBL3913554,P10275,6.84757566452026,6.8,-0.047575664520264,0.002263443854545
PREDICTION,CHEMBL396656,P10275,6.63463878631592,6.61,-0.024638786315918,0.000607069791121
PREDICTION,CHEMBL227749,P10275,8.12988758087158,6.9,-1.22988758087158,1.51262346158215
PREDICTION,CHEMBL2337509,P10275,6.7304573059082,6.19,-0.540457305908203,0.292094099509553
PREDICTION,CHEMBL4087674,P10275,7.82833290100098,6.28,-1.54833290100098,2.3973347723221
PREDICTION,CHEMBL1644761,P10275,6.96165370941162,6.34,-0.621653709411621,0.386453334425228
PREDICTION,CHEMBL480934,P10275,6.74764680862427,5.83,-0.917646808624268,0.842075665378303
PREDICTION,CHEMBL390577,P10275,7.98807859420776,8.05,0.061921405792237,0.003834260495287
PREDICTION,CHEMBL3818420,P10275,8.35206508636475,7.79,-0.562065086364746,0.315917161310209
PREDICTION,CHEMBL3326460,P10275,9.19704914093018,7.08,-2.11704914093018,4.4818970651132
PREDICTION,CHEMBL469602,P10275,6.6789608001709,5.87,-0.808960800170898,0.65441757621314
PREDICTION,CHEMBL77779,P10275,7.03307008743286,6.8,-0.233070087432861,0.054321665655962
PREDICTION,CHEMBL1830955,P10275,6.02141809463501,7.14,1.11858190536499,1.25122547900997
PREDICTION,CHEMBL2386408,P10275,5.973952293396,5.84,-0.133952293395996,0.017943216906047
PREDICTION,CHEMBL162103,P10275,6.82331418991089,5.12,-1.70331418991089,2.90127922955179
PREDICTION,CHEMBL375107,P10275,6.36879253387451,6.2,-0.168792533874512,0.028490919491778
PREDICTION,CHEMBL347870,P10275,7.24237728118897,7.8,0.557622718811035,0.310943096534211
PREDICTION,CHEMBL134602,P10275,6.09765386581421,8.1,2.00234613418579,4.00939004108878
PREDICTION,CHEMBL401458,P10275,7.661865234375,6.21,-1.451865234375,2.10791265878677
PREDICTION,CHEMBL1209971,P10275,6.80648803710938,6.72,-0.086488037109375,0.007480180563033
PREDICTION,CHEMBL369542,P10275,7.98446035385132,7.57,-0.414460353851318,0.17177738491456
PREDICTION,CHEMBL3695611,P10275,6.0589165687561,8.5,2.4410834312439,5.95888831829348
PREDICTION,CHEMBL25802,P10275,8.84667205810547,7.96,-0.886672058105469,0.786187338624988
PREDICTION,CHEMBL3817881,P10275,8.93325996398926,5.7,-3.23325996398926,10.4539699947358
PREDICTION,CHEMBL3963614,P10275,5.93677854537964,7.96,2.02322145462036,4.09342505443613
PREDICTION,CHEMBL3605560,P10275,5.63727521896362,7.77,2.13272478103638,4.54851499164666
PREDICTION,CHEMBL3402230,P10275,7.26350688934326,6.69,-0.573506889343261,0.328910152124184
PREDICTION,CHEMBL266473,P10275,8.87907695770264,7.19,-1.68907695770264,2.85298096904199
PREDICTION,CHEMBL388831,P10275,7.17195558547974,5.21,-1.96195558547974,3.84926971939514
PREDICTION,CHEMBL519450,P10275,6.16449880599976,5.84,-0.324498805999756,0.105299475095267
PREDICTION,CHEMBL183173,P10275,7.32080602645874,7.51,0.18919397354126,0.035794359624331
PREDICTION,CHEMBL202007,P10275,6.82215166091919,6.44,-0.382151660919189,0.146039891943295
PREDICTION,CHEMBL3818882,P10275,8.53976154327393,6.43,-2.10976154327393,4.45109376947758
PREDICTION,CHEMBL51669,P10275,5.98441123962402,7.22,1.23558876037598,1.52667958476744
PREDICTION,CHEMBL3941698,P10275,6.31911087036133,5.43,-0.889110870361328,0.790518139794679
PREDICTION,CHEMBL397920,P10275,6.53590154647827,6.96,0.424098453521729,0.179859498279522
PREDICTION,CHEMBL3706902,P10275,6.97528219223022,6.96,-0.015282192230225,0.000233545399362
PREDICTION,CHEMBL1210150,P10275,7.50759315490723,7.46,-0.047593154907227,0.002265108394023
PREDICTION,CHEMBL285705,P10275,5.53522253036499,8.4,2.86477746963501,8.20694995052837
PREDICTION,CHEMBL4101232,P10275,8.41846942901611,7.47,-0.948469429016114,0.899594257778152
PREDICTION,CHEMBL156641,P10275,7.06280899047852,7.22,0.157191009521484,0.024709013474383
PREDICTION,CHEMBL462234,P10275,7.18015718460083,6.92,-0.26015718460083,0.06768176069943
PREDICTION,CHEMBL462663,P10275,7.62426471710205,5.54,-2.08426471710205,4.34415941095649
PREDICTION,CHEMBL504110,P10275,6.64863538742065,6.58,-0.068635387420654,0.004710816406383
PREDICTION,CHEMBL4073869,P10275,7.84088468551636,6.31,-1.53088468551636,2.34360792034852
PREDICTION,CHEMBL375918,P10275,7.72406816482544,5.36,-2.36406816482544,5.58881828794112
PREDICTION,CHEMBL3706874,P10275,7.42481374740601,5.64,-1.78481374740601,3.18556011292947
PREDICTION,CHEMBL370236,P10275,5.33595705032349,8.46,3.12404294967651,9.75964435142354
PREDICTION,CHEMBL482064,P10275,6.55665302276611,7.96,1.40334697723389,1.96938273851149
PREDICTION,CHEMBL197548,P10275,5.23143577575684,7.05,1.81856422424316,3.30717583769714
PREDICTION,CHEMBL411185,P10275,7.2649245262146,8.11,0.8450754737854,0.714152556393618
PREDICTION,CHEMBL27413,P10275,7.42597484588623,7.75,0.32402515411377,0.104992300498452
PREDICTION,CHEMBL1957607,P10275,6.55179643630981,8.44,1.88820356369019,3.56531269793231
PREDICTION,CHEMBL403219,P10275,7.00854921340942,6.67,-0.338549213409424,0.11461556990014
PREDICTION,CHEMBL2159565,P10275,5.84389066696167,6,0.15610933303833,0.024370123861672
PREDICTION,CHEMBL1163481,P10275,7.91602563858032,6.89,-1.02602563858032,1.05272861102416
PREDICTION,CHEMBL3318056,P10275,5.95773363113403,5.45,-0.507733631134033,0.25779344018455
PREDICTION,CHEMBL394392,P10275,6.24701738357544,6.79,0.542982616424561,0.294830121739261
PREDICTION,CHEMBL3132985,P10275,5.5423436164856,8.15,2.6076563835144,6.79987181448342
PREDICTION,CHEMBL1738937,P10275,4.54939079284668,5.38,0.83060920715332,0.689911655007867
